Sample,Metric,Detour Difference
3757,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999997
3758,Uniformified 32-bit Hamming Metric Distance,0.475902
3758,Uniformified 32-bit Approx Dual Streak Metric Distance,0.828567
3758,Uniformified 32-bit Hash Metric Distance,0.552401
3758,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0569016
3758,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00034
3759,Uniformified 32-bit Hamming Metric Distance,0.838166
3759,Uniformified 32-bit Approx Dual Streak Metric Distance,0.283372
3759,Uniformified 32-bit Hash Metric Distance,0.873072
3759,Uniformified 32-bit Symmetric Wrap Metric Distance,0.834798
3759,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0107539
3760,Uniformified 32-bit Hamming Metric Distance,1.12564
3760,Uniformified 32-bit Approx Dual Streak Metric Distance,0.554345
3760,Uniformified 32-bit Hash Metric Distance,0.249245
3760,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00449506
3760,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00465
3761,Uniformified 32-bit Hamming Metric Distance,1.45795
3761,Uniformified 32-bit Approx Dual Streak Metric Distance,1.46305
3761,Uniformified 32-bit Hash Metric Distance,0.37402
3761,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00422691
3761,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.991385
3762,Uniformified 32-bit Hamming Metric Distance,0.235526
3762,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.225827
3762,Uniformified 32-bit Hash Metric Distance,-0.215523
3762,Uniformified 32-bit Symmetric Wrap Metric Distance,1.26093
3762,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.990351
3763,Uniformified 32-bit Hamming Metric Distance,0.749875
3763,Uniformified 32-bit Approx Dual Streak Metric Distance,1.26127
3763,Uniformified 32-bit Hash Metric Distance,0.661018
3763,Uniformified 32-bit Symmetric Wrap Metric Distance,0.132397
3763,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.992091
3764,Uniformified 32-bit Hamming Metric Distance,0.49735
3764,Uniformified 32-bit Approx Dual Streak Metric Distance,0.357514
3764,Uniformified 32-bit Hash Metric Distance,0.0179663
3764,Uniformified 32-bit Symmetric Wrap Metric Distance,0.54474
3764,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00611483
3765,Uniformified 32-bit Hamming Metric Distance,0.490701
3765,Uniformified 32-bit Approx Dual Streak Metric Distance,0.828567
3765,Uniformified 32-bit Hash Metric Distance,0.978725
3765,Uniformified 32-bit Symmetric Wrap Metric Distance,0.632254
3765,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.988169
3766,Uniformified 32-bit Hamming Metric Distance,0.259924
3766,Uniformified 32-bit Approx Dual Streak Metric Distance,0.313219
3766,Uniformified 32-bit Hash Metric Distance,0.857585
3766,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.000607135
3766,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00016
3767,Uniformified 32-bit Hamming Metric Distance,-0.0236476
3767,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.184832
3767,Uniformified 32-bit Hash Metric Distance,0.768553
3767,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0775741
3767,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000659214
3768,Uniformified 32-bit Hamming Metric Distance,0.316668
3768,Uniformified 32-bit Approx Dual Streak Metric Distance,1.18668
3768,Uniformified 32-bit Hash Metric Distance,0.336524
3768,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00829821
3768,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0043241
3769,Uniformified 32-bit Hamming Metric Distance,-0.0236476
3769,Uniformified 32-bit Approx Dual Streak Metric Distance,0.883862
3769,Uniformified 32-bit Hash Metric Distance,0.543155
3769,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00792777
3769,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00337246
3770,Uniformified 32-bit Hamming Metric Distance,1.09544
3770,Uniformified 32-bit Approx Dual Streak Metric Distance,1.27962
3770,Uniformified 32-bit Hash Metric Distance,0.675567
3770,Uniformified 32-bit Symmetric Wrap Metric Distance,0.462627
3770,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00811327
3771,Uniformified 32-bit Hamming Metric Distance,1.23773
3771,Uniformified 32-bit Approx Dual Streak Metric Distance,0.588391
3771,Uniformified 32-bit Hash Metric Distance,0.197469
3771,Uniformified 32-bit Symmetric Wrap Metric Distance,0.664247
3771,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00509442
3772,Uniformified 32-bit Hamming Metric Distance,0.0762924
3772,Uniformified 32-bit Approx Dual Streak Metric Distance,0.029697
3772,Uniformified 32-bit Hash Metric Distance,-0.202114
3772,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00038943
3772,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.0004
3773,Uniformified 32-bit Hamming Metric Distance,0.490701
3773,Uniformified 32-bit Approx Dual Streak Metric Distance,1.049
3773,Uniformified 32-bit Hash Metric Distance,1.20442
3773,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00423146
3773,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.995727
3774,Uniformified 32-bit Hamming Metric Distance,0.907009
3774,Uniformified 32-bit Approx Dual Streak Metric Distance,1.25477
3774,Uniformified 32-bit Hash Metric Distance,0.942579
3774,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00664058
3774,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.993208
3775,Uniformified 32-bit Hamming Metric Distance,0.0762924
3775,Uniformified 32-bit Approx Dual Streak Metric Distance,0.348515
3775,Uniformified 32-bit Hash Metric Distance,0.523955
3775,Uniformified 32-bit Symmetric Wrap Metric Distance,0.00126407
3775,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.999797
3776,Uniformified 32-bit Hamming Metric Distance,0.907009
3776,Uniformified 32-bit Approx Dual Streak Metric Distance,0.992051
3776,Uniformified 32-bit Hash Metric Distance,0.727649
3776,Uniformified 32-bit Symmetric Wrap Metric Distance,1.58206
3776,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.989059
3777,Uniformified 32-bit Hamming Metric Distance,1.13059
3777,Uniformified 32-bit Approx Dual Streak Metric Distance,0.723978
3777,Uniformified 32-bit Hash Metric Distance,0.511939
3777,Uniformified 32-bit Symmetric Wrap Metric Distance,0.658918
3777,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00350631
3778,Uniformified 32-bit Hamming Metric Distance,0.637736
3778,Uniformified 32-bit Approx Dual Streak Metric Distance,0.716928
3778,Uniformified 32-bit Hash Metric Distance,-0.207691
3778,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.0116785
3778,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00635
3779,Uniformified 32-bit Hamming Metric Distance,-0.0356964
3779,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.152985
3779,Uniformified 32-bit Hash Metric Distance,0.143962
3779,Uniformified 32-bit Symmetric Wrap Metric Distance,1.03934
3779,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0150671
3780,Uniformified 32-bit Hamming Metric Distance,-0.254475
3780,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.0309469
3780,Uniformified 32-bit Hash Metric Distance,1.34209
3780,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00542759
3780,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000233769
3781,Uniformified 32-bit Hamming Metric Distance,-0.0236476
3781,Uniformified 32-bit Approx Dual Streak Metric Distance,0.40236
3781,Uniformified 32-bit Hash Metric Distance,0.177524
3781,Uniformified 32-bit Symmetric Wrap Metric Distance,1.02703
3781,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0135349
3782,Uniformified 32-bit Hamming Metric Distance,0.70458
3782,Uniformified 32-bit Approx Dual Streak Metric Distance,0.29697
3782,Uniformified 32-bit Hash Metric Distance,0.507888
3782,Uniformified 32-bit Symmetric Wrap Metric Distance,0.451032
3782,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00197
3783,Uniformified 32-bit Hamming Metric Distance,0.70458
3783,Uniformified 32-bit Approx Dual Streak Metric Distance,0.273723
3783,Uniformified 32-bit Hash Metric Distance,1.06069
3783,Uniformified 32-bit Symmetric Wrap Metric Distance,1.51413
3783,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.987337
3784,Uniformified 32-bit Hamming Metric Distance,0.531247
3784,Uniformified 32-bit Approx Dual Streak Metric Distance,0.60094
3784,Uniformified 32-bit Hash Metric Distance,1.21032
3784,Uniformified 32-bit Symmetric Wrap Metric Distance,0.305938
3784,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00225
3785,Uniformified 32-bit Hamming Metric Distance,1.39961
3785,Uniformified 32-bit Approx Dual Streak Metric Distance,1.508
3785,Uniformified 32-bit Hash Metric Distance,-0.233694
3785,Uniformified 32-bit Symmetric Wrap Metric Distance,0.440214
3785,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00758413
3786,Uniformified 32-bit Hamming Metric Distance,0.490701
3786,Uniformified 32-bit Approx Dual Streak Metric Distance,0.158234
3786,Uniformified 32-bit Hash Metric Distance,0.859891
3786,Uniformified 32-bit Symmetric Wrap Metric Distance,1.73062
3786,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00634413
3787,Uniformified 32-bit Hamming Metric Distance,0.340566
3787,Uniformified 32-bit Approx Dual Streak Metric Distance,0.734927
3787,Uniformified 32-bit Hash Metric Distance,-0.0102727
3787,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00305738
3787,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00146
3788,Uniformified 32-bit Hamming Metric Distance,0.764674
3788,Uniformified 32-bit Approx Dual Streak Metric Distance,0.726727
3788,Uniformified 32-bit Hash Metric Distance,0.90501
3788,Uniformified 32-bit Symmetric Wrap Metric Distance,0.69664
3788,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00320896
3789,Uniformified 32-bit Hamming Metric Distance,1.05679
3789,Uniformified 32-bit Approx Dual Streak Metric Distance,1.20613
3789,Uniformified 32-bit Hash Metric Distance,1.17096
3789,Uniformified 32-bit Symmetric Wrap Metric Distance,1.29308
3789,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99292
3790,Uniformified 32-bit Hamming Metric Distance,1.00505
3790,Uniformified 32-bit Approx Dual Streak Metric Distance,0.784172
3790,Uniformified 32-bit Hash Metric Distance,0.879735
3790,Uniformified 32-bit Symmetric Wrap Metric Distance,0.711843
3790,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.995938
3791,Uniformified 32-bit Hamming Metric Distance,1.39961
3791,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
3791,Uniformified 32-bit Hash Metric Distance,0.490255
3791,Uniformified 32-bit Symmetric Wrap Metric Distance,1.21737
3791,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.988729
3792,Uniformified 32-bit Hamming Metric Distance,0.69793
3792,Uniformified 32-bit Approx Dual Streak Metric Distance,0.832067
3792,Uniformified 32-bit Hash Metric Distance,0.0729566
3792,Uniformified 32-bit Symmetric Wrap Metric Distance,0.588046
3792,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.000582733
3793,Uniformified 32-bit Hamming Metric Distance,0.210229
3793,Uniformified 32-bit Approx Dual Streak Metric Distance,0.194131
3793,Uniformified 32-bit Hash Metric Distance,0.0103944
3793,Uniformified 32-bit Symmetric Wrap Metric Distance,0.0865608
3793,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00214938
3794,Uniformified 32-bit Hamming Metric Distance,0.235526
3794,Uniformified 32-bit Approx Dual Streak Metric Distance,0.493801
3794,Uniformified 32-bit Hash Metric Distance,0.0483549
3794,Uniformified 32-bit Symmetric Wrap Metric Distance,0.121553
3794,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.000581297
3795,Uniformified 32-bit Hamming Metric Distance,1.459
3795,Uniformified 32-bit Approx Dual Streak Metric Distance,1.41556
3795,Uniformified 32-bit Hash Metric Distance,1.04164
3795,Uniformified 32-bit Symmetric Wrap Metric Distance,0.154693
3795,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.99346
3796,Uniformified 32-bit Hamming Metric Distance,0.248225
3796,Uniformified 32-bit Approx Dual Streak Metric Distance,0.889911
3796,Uniformified 32-bit Hash Metric Distance,0.068882
3796,Uniformified 32-bit Symmetric Wrap Metric Distance,1.1455
3796,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00191002
3797,Uniformified 32-bit Hamming Metric Distance,0.475902
3797,Uniformified 32-bit Approx Dual Streak Metric Distance,0.555644
3797,Uniformified 32-bit Hash Metric Distance,0.766269
3797,Uniformified 32-bit Symmetric Wrap Metric Distance,0.35945
3797,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997183
3798,Uniformified 32-bit Hamming Metric Distance,0.509499
3798,Uniformified 32-bit Approx Dual Streak Metric Distance,0.116038
3798,Uniformified 32-bit Hash Metric Distance,0.200049
3798,Uniformified 32-bit Symmetric Wrap Metric Distance,0.47761
3798,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00586593
3799,Uniformified 32-bit Hamming Metric Distance,1.19718
3799,Uniformified 32-bit Approx Dual Streak Metric Distance,0.714929
3799,Uniformified 32-bit Hash Metric Distance,0.417454
3799,Uniformified 32-bit Symmetric Wrap Metric Distance,0.660421
3799,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00812759
3800,Uniformified 32-bit Hamming Metric Distance,-0.0877412
3800,Uniformified 32-bit Approx Dual Streak Metric Distance,0.127187
3800,Uniformified 32-bit Hash Metric Distance,-0.0540142
3800,Uniformified 32-bit Symmetric Wrap Metric Distance,0.899406
3800,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00254825
3801,Uniformified 32-bit Hamming Metric Distance,0.905109
3801,Uniformified 32-bit Approx Dual Streak Metric Distance,1.0201
3801,Uniformified 32-bit Hash Metric Distance,0.364348
3801,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.0023479
3801,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00184364
3802,Uniformified 32-bit Hamming Metric Distance,-0.0905409
3802,Uniformified 32-bit Approx Dual Streak Metric Distance,0.160584
3802,Uniformified 32-bit Hash Metric Distance,0.0422124
3802,Uniformified 32-bit Symmetric Wrap Metric Distance,1.35245
3802,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.990788
3803,Uniformified 32-bit Hamming Metric Distance,0.661534
3803,Uniformified 32-bit Approx Dual Streak Metric Distance,0.889211
3803,Uniformified 32-bit Hash Metric Distance,0.858428
3803,Uniformified 32-bit Symmetric Wrap Metric Distance,1.16971
3803,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.0160316
3804,Uniformified 32-bit Hamming Metric Distance,1.02385
3804,Uniformified 32-bit Approx Dual Streak Metric Distance,0.920808
3804,Uniformified 32-bit Hash Metric Distance,1.77514
3804,Uniformified 32-bit Symmetric Wrap Metric Distance,0.865319
3804,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00343848
3805,Uniformified 32-bit Hamming Metric Distance,-0.362764
3805,Uniformified 32-bit Approx Dual Streak Metric Distance,-0.377762
3805,Uniformified 32-bit Hash Metric Distance,1.27272
3805,Uniformified 32-bit Symmetric Wrap Metric Distance,0.934482
3805,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.996571
3806,Uniformified 32-bit Hamming Metric Distance,0.216728
3806,Uniformified 32-bit Approx Dual Streak Metric Distance,0.0150485
3806,Uniformified 32-bit Hash Metric Distance,0.401594
3806,Uniformified 32-bit Symmetric Wrap Metric Distance,0.885445
3806,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.993539
3807,Uniformified 32-bit Hamming Metric Distance,0.235526
3807,Uniformified 32-bit Approx Dual Streak Metric Distance,0.921158
3807,Uniformified 32-bit Hash Metric Distance,0.925772
3807,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00405751
3807,Uniformified 32-bit Asymmetric Wrap Metric Distance,-8.03403e-05
3808,Uniformified 32-bit Hamming Metric Distance,0.968503
3808,Uniformified 32-bit Approx Dual Streak Metric Distance,1.06554
3808,Uniformified 32-bit Hash Metric Distance,0.306835
3808,Uniformified 32-bit Symmetric Wrap Metric Distance,0.392431
3808,Uniformified 32-bit Asymmetric Wrap Metric Distance,-0.00571938
3809,Uniformified 32-bit Hamming Metric Distance,-0.0992401
3809,Uniformified 32-bit Approx Dual Streak Metric Distance,0.552995
3809,Uniformified 32-bit Hash Metric Distance,0.403265
3809,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00277901
3809,Uniformified 32-bit Asymmetric Wrap Metric Distance,1.00116
3810,Uniformified 32-bit Hamming Metric Distance,0.983302
3810,Uniformified 32-bit Approx Dual Streak Metric Distance,0.108939
3810,Uniformified 32-bit Hash Metric Distance,-0.237162
3810,Uniformified 32-bit Symmetric Wrap Metric Distance,0.409905
3810,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.996292
3811,Uniformified 32-bit Hamming Metric Distance,0.711229
3811,Uniformified 32-bit Approx Dual Streak Metric Distance,0.980752
3811,Uniformified 32-bit Hash Metric Distance,0.651393
3811,Uniformified 32-bit Symmetric Wrap Metric Distance,0.840953
3811,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.00349004
3812,Uniformified 32-bit Hamming Metric Distance,0.235526
3812,Uniformified 32-bit Approx Dual Streak Metric Distance,0.124588
3812,Uniformified 32-bit Hash Metric Distance,0.219126
3812,Uniformified 32-bit Symmetric Wrap Metric Distance,0.869459
3812,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.990861
3813,Uniformified 32-bit Hamming Metric Distance,-0.0358464
3813,Uniformified 32-bit Approx Dual Streak Metric Distance,0.19773
3813,Uniformified 32-bit Hash Metric Distance,0.998234
3813,Uniformified 32-bit Symmetric Wrap Metric Distance,0.39566
3813,Uniformified 32-bit Asymmetric Wrap Metric Distance,0.997948
3814,Uniformified 32-bit Hamming Metric Distance,0.752525
3814,Uniformified 32-bit Approx Dual Streak Metric Distance,0.39591
3814,Uniformified 32-bit Hash Metric Distance,0.214165
3814,Uniformified 32-bit Symmetric Wrap Metric Distance,-0.00148071
